BookId,Title,Description,Author,Publisher
282e8e45-4df2-48bf-8a2d-bf554a9252b5,"Promotion, The","Reposition L Finger Phalanx Jt w Int Fix, Perc Endo",Vachel Tonbye,Kare
05560333-ebc8-43b5-93e6-68b6f1240863,Serial,"Supplement Perineum Subcu/Fascia w Autol Sub, Open",Lionello Grzelczyk,Skimia
964a7c08-1469-4b23-a776-fbb521fa3e33,The Fool,"Extirpate of Matter from R Basilic Vein, Perc Endo Approach",Aeriell Trunchion,Edgewire
9f71a821-06c5-4c89-9ab6-e8ef834fbe71,Shipwrecked (a.k.a. Haakon Haakonsen),"Bypass Thor Aorta Desc to Subclav w Autol Art, Perc Endo",Carmita Kembrey,Photobean
c3e51698-08c9-4f4a-8713-2b446f592717,"Grapes of Death, The (Raisins de la mort, Les)","Revision of Autol Sub in Lg Intest, Via Opening",Tess Bernadon,Topicshots
c2551478-8dac-4333-af60-a818c04790c3,The Night Evelyn Came Out of the Grave,"Restrict R Ext Iliac Vein w Intralum Dev, Perc",Tiffy Bratch,Linkbuzz
b6070e80-a8ec-4eb9-a34a-dab64e52d59a,Air Raid Wardens,"Replacement of L Popl Art with Nonaut Sub, Open Approach",Carroll Lockhart,Youbridge
95491ae9-4bb3-4829-945a-5e994408c6bb,Warsaw Bridge (Pont de Varsòvia),"Drainage of Upper Jaw, Open Approach, Diagnostic",Devland Tanzig,Wordpedia
3e5a2bba-66e1-4efd-a6d9-43fe536c26d5,Casino Royale,Beam Radiation of Kidney using Neutrons,Millie Rowbotham,Youspan
2c60d404-3a5f-443e-950e-b40ba1c96a8c,Bickford Shmeckler's Cool Ideas,"Revision of Monitoring Device in Brain, Perc Endo Approach",Kenon Rapa,Brainbox
1a123de3-82f0-4d8b-a998-f9f149893027,"Sea, The (Hafið)","Destruction of Esophagus, Percutaneous Endoscopic Approach",Debera Delahunty,Demizz
56b9cee8-d864-4e35-af85-3dcb4a751534,Missing,"Drainage of Left Tibia with Drainage Device, Open Approach",Wadsworth Kitching,Geba
8fcc3be4-0c36-4845-84fa-90ec6d7bbe3c,"Little Drummer Boy, The","Supplement R Up Arm Tendon with Synth Sub, Open Approach",Chelsea Tarbin,Mymm
62ccebc4-ea40-43fe-85ef-b0e6f5a98df4,Goal II: Living the Dream,Synth Sentence Ident Assess w Cochlear Implant Equip,Thebault Gierck,Browsebug
ae0a3601-6c69-4155-bbac-12b32b33fa58,Part of the Weekend Never Dies,"Drainage of R Verteb Art with Drain Dev, Perc Approach",Dita Weblin,Gigabox
05492de8-ef2e-4ce7-b0e3-af0f1d7c8775,Mom's Night Out,"Transfer Optic Nerve to Olfactory Nerve, Open Approach",Parry Keatley,Mydo
1e4120ee-1f3e-4f8c-8e5a-8861bcd0f2e0,Shadows,"Revision of Infusion Dev in Vas Deferens, Perc Endo Approach",Maxie Coskerry,Eazzy
f12b6f69-9437-42b0-83bf-93e00c71a868,Gloriously Wasted,Low Dose Rate (LDR) Brachytherapy of Rectum using Cesium 137,Ferris Barbrook,Thoughtmix
f5babf3f-edf4-43e9-8d9d-5d750ee208c3,The Cobbler,"Insertion of Intralum Dev into Splenic Art, Open Approach",Orsola Stiles,Quire
2dff6854-5a8a-464b-84cf-ff0d60f215b3,Photographing Fairies,"Replacement of L Low Eyelid with Nonaut Sub, Perc Approach",Amitie Lennox,Zava
a7afc0e6-3a15-41b4-b037-7a7a5f56be38,Ray,"Reattachment of Right Main Bronchus, Open Approach",Maighdiln Neill,Bluezoom
c3b9077a-7733-424a-b780-9960d1b9093d,"Red Badge of Courage, The","Removal of Int Fix from L Femur Shaft, Perc Approach",Daphna Ponton,Bubblemix
23c4de6b-e336-4a7f-8061-fddc3061e927,Flaming Creatures,"Excision of Right External Auditory Canal, Via Opening",Catharina Iacovo,Twitterwire
6a249385-acfa-4541-b803-027ab0b1aa87,Austin Powers in Goldmember,"Bypass R Vas Deferens to L Epidid w Nonaut Sub, Perc Endo",Rod Ledgley,Vinder
455fb491-9973-43a0-9001-c692588935d4,Last Passenger,"Excision of Right Common Iliac Artery, Perc Approach, Diagn",Byron Ryley,Skyba
a6d75943-653f-4668-b7db-5f884b6354d4,"Mark of Cain, The","Drainage of Left Kidney Pelvis, Perc Endo Approach, Diagn",Helsa Rounsivall,Mynte
860e9808-c0b6-4541-9f2e-5a319d539fac,The Karen Carpenter Story,"Imaging, Lower Arteries, Fluoroscopy",Ciro Slator,DabZ
d816de30-cbdd-4068-9366-af940ccc41db,Zona Zamfirova,"Extirpation of Matter from L Neck Muscle, Perc Endo Approach",Florian Jentges,Jaloo
472a5f66-adfd-4d66-b026-45a028b9dd4d,"Net, The","Replacement of L Post Tib Art with Autol Sub, Open Approach",Beryl Greeding,Oyonder
09e26dea-41bd-49e4-ae92-28e9b663637d,Bandits,"Fusion of Right Tarsal Joint with Nonaut Sub, Open Approach",Terence Sweetnam,Livepath
19471bb6-1d0a-462f-8b62-f511dd2260f9,Attraction,"Repair Eye in Products of Conception, Via Opening",Karla Watkiss,Vinte
b2d3bbeb-e6a3-4342-aaf4-81412317325c,The Pacific,"Extirpate matter from L Com Carotid, Bifurc, Perc",May Halkyard,Edgeclub
d7da4fbd-d04d-458c-899e-4bb3c014a54c,Floundering,"Excision of Left Shoulder Bursa and Ligament, Open Approach",Averyl Byham,Meemm
4a55903e-9352-4ab6-a752-997f9fddeee0,Son of Paleface,"Extirpate of Matter from L Foot Subcu/Fascia, Perc Approach",Kevon Ranvoise,Youtags
b1ca691d-24a0-45be-838e-2ff51d921c3b,On the Job,"Drainage of Left Thyroid Artery, Percutaneous Approach",Guglielmo Mertel,Jaxspan
11ca5728-d0f2-4393-916a-dd4086648aa8,Desert Heat (Inferno),"Restrict L Low Extrem Lymph w Intralum Dev, Perc Endo",Ernie Connal,Roombo
5f7bea19-0626-47d2-9bb3-3b48b82e5aad,Soft Shell Man (Un crabe dans la tête),"Drainage of Left Upper Lobe Bronchus with Drain Dev, Endo",Jermain Hovey,Brainlounge
f861e07d-9cbd-491c-bdd7-24a27143b422,Rolling Thunder,Tomo Nucl Med Imag of Chest using Oth Radionuclide,Bree Figgess,Eazzy
c30b80c9-2c0d-4ecf-bd7d-7c62a3865372,"Europeans, The","Reposition R Humeral Head with Intramed Fix, Perc Approach",Lani Tweede,Avamm
86dd0157-11ac-4a9c-8138-a2311bcd6b3b,"Taking of Power by Louis XIV, The (Prise de pouvoir par Louis XIV, La)","Drainage of Right Popliteal Artery, Open Approach, Diagn",Bobbee Really,Ntags
6a5731c9-5daf-441f-b792-189115c07125,Resident Evil: Extinction,"Insert Monopln Ext Fix in L Femur Shaft, Perc Endo",Marja Hennemann,Yacero
ee7b55d0-df68-4143-898a-207cee0224b7,Never Met Picasso,"Drainage of Left Lower Femur, Open Approach, Diagnostic",Fitz Goodlett,Pixoboo
5c0163da-88b4-4dd0-90be-d700d5443803,Floundering,"Insert of Ext Fix into L Humeral Shaft, Perc Endo Approach",Shay Motten,Youfeed
9e3ac5fe-2eff-458e-bc24-76bbd9cf975c,Tokyo-Ga,"Revision of Infusion Device in Spinal Cord, Perc Approach",Eolanda Exroll,Yodo
2626090e-e555-4b9a-8517-afc7690e1c62,Stan Helsing,"Insert Infusion Dev in Tracheobronc Tree, Perc Endo",Inga Whellans,Trilia
9099e040-9a2c-4946-a921-d940522ba926,Eden,"Drainage of Right Metatarsal, Perc Endo Approach",Claudius Kitchaside,Shuffledrive
85bc1a9e-fc92-4ae4-b3e9-ca8bbf42c813,Failan,"MRI of Fetal Heart using Oth Contrast, Unenh, Enhance",Adiana Fippe,Browsetype
60a118e6-ca9f-42cc-ba1f-f14a411675f9,Pandorum,"Drainage of Right Metatarsal-Phalangeal Joint, Perc Approach",Clarance Elmhirst,Abata
666ed055-3ece-4894-b008-e717860dc49e,Syndromes and a Century (Sang sattawat),"Destruction of Left Foot Muscle, Perc Endo Approach",Franky Drinkall,Zoomzone
2877bd24-38de-432a-83cc-499c29abfed3,Death Race 2,"Drainage of Right Spermatic Cord, Perc Endo Approach, Diagn",Jonah Chaize,Mymm
29d5aa85-bdc3-48b8-bb22-2d5e86761506,It's Kind of a Funny Story,"Supplement Colic Vein with Synth Sub, Perc Endo Approach",Shepherd Josephoff,Jamia
15b0a4af-8a8f-4027-8a39-accf20544027,Expelled from Paradise,"Dilation of L Int Mamm Art, Bifurc, Perc Approach",Earl Woodfine,Yoveo
ec6b2623-1c18-4481-b3cc-4d65103f5f8d,Raise the Titanic,"Repair Left Carotid Body, Open Approach",Janie Pollicott,Janyx
e7f37606-deba-44e1-bf8d-c08cc05af426,Pacific Heights,"Repair Coronary Artery, Two Arteries, Percutaneous Approach",Mala Archbutt,Eire
72b5ac58-c260-4b38-b99c-7ae53ea47e1c,Human Trafficking,"Drainage of L Hip Bursa/Lig with Drain Dev, Open Approach",Mellisent Houtbie,Dynazzy
8b762ee6-3582-4eb0-90ac-847dc8b315cf,Wordplay,"Division of Left Abdomen Muscle, Perc Endo Approach",Nat Cutmare,Mynte
efa5d987-3bea-4034-989c-4de8c9c54c29,"Truly, Madly, Deeply","Excision of Right Abdomen Bursa and Ligament, Open Approach",Beatrisa Norledge,Shuffletag
2d39a862-0e48-41e6-9be9-1282292a8fd1,"Space Movie, The","Release Right Pulmonary Artery, Percutaneous Approach",Matthiew Hallgarth,Mynte
62ffb299-4ba1-431b-8187-132c760337e3,"OSS 117: Cairo, Nest of Spies (OSS 117: Le Caire nid d'espions)","Dilate 4+ Cor Art, Bifurc, w 4 Drug-elut, Open",Cherry Upham,Fatz
5df95bee-607e-4b85-a477-61d95f8f0426,Battle: Los Angeles,"Fusion of Right Wrist Joint with Autol Sub, Perc Approach",Mozes Middlemass,Kwideo
7e32c755-5c69-4a62-97ba-8095263532ae,Federico Fellini's Autobiography (Federico Fellini - un autoritratto ritrovato),"Destruction of Epiglottis, Endo",Fiann Pietz,Yodo
03ab6356-f2d1-46b5-ba23-b3e2bb5a5f11,Foxfire,"Destruction of Right Femoral Shaft, Perc Endo Approach",Casi Muffin,Quinu
8a253588-bd5e-40f9-a3ee-607e824a47e8,Pumzi,"Removal of Autol Sub from L Tibia, Perc Approach",Gleda Amphlett,JumpXS
b046e216-8e33-48c2-b49e-7915c499d497,Stacy's Knights,"Drainage of Left Ankle Tendon with Drain Dev, Perc Approach",Leesa Morsom,Tagfeed
8ac34b7a-09e1-44d1-a211-26c126ab7d40,Machine Gun McCain (Gli intoccabili),"Removal of Ext Fix from R Finger Phalanx Jt, Extern Approach",Pat Adamov,Midel
62d760ac-a2bf-44e4-9418-40e878f646ae,"Modern Affair, A","Change Other Device in Facial Bone, External Approach",Layne Joddins,Tavu
3fc1e49f-40fb-4104-846e-e571097e5d8e,Travels with My Aunt,"Transfer R Up Arm Muscle with Skin, Perc Endo Approach",Nikolaos Nickolls,Twimbo
74d8b270-3506-4389-ac83-9958f7e166b1,Bummer (Bumer),"Drainage of L Extraoc Muscle with Drain Dev, Perc Approach",Waring Wapplington,Eazzy
72a5a995-faa9-4cfa-bd6b-d3f83383de8b,Double Solitaire,"Revision of Monitoring Device in Low Art, Perc Endo Approach",Micheal Lewsy,Gevee
a326b2c4-0c79-4eb7-88d6-29bc01ff2c6d,One False Move,"Reposition Left Wrist Joint with Ext Fix, Extern Approach",Lina Domney,Flipopia
1ad14ec7-de8f-44cf-b0d7-ddd06837b653,Breakfast with Scot,"Replace L Int Mamm Art w Nonaut Sub, Perc Endo",Timmi Wilmington,Gabspot
640ba156-810f-417a-a3d6-644ded01c5e3,"Midnight (Primeiro Dia, O)","Anatomical Regions, Lower Extremities, Drainage",Derk Filipson,Quamba
bf4a5751-bdf7-498c-a6a1-98d5f528f125,Animal,"Repair Right Shoulder Bursa and Ligament, Perc Endo Approach",Stormy Dulton,Flashdog
bdf24d51-73b7-4ad5-83f8-aa84e1f60b3d,It Should Happen to You,"Replacement of Sternum with Synth Sub, Perc Endo Approach",Kevyn Jennaroy,Zoomlounge
6d60fac7-8781-4764-ad84-b0506f103ac0,Carmina and Amen (Carmina y amén),"Irrigation of Lower GI using Irrigating Substance, Endo",Juliane Outhwaite,Brainsphere
b9ee977c-c135-4421-842b-285eddbc4a82,"Wild Child, The (Enfant sauvage, L')",Beam Radiation of Spinal Cord using Photons >10 MeV,Jefferson Fasse,Brainlounge
8c01c1d8-9295-41a8-bbd3-5ed83a240d5c,Aragami,"Drainage of Trochlear Nerve, Perc Endo Approach",Eldon Rosevear,Photospace
08139aaf-5014-40ab-a464-842f27485073,Who the F**K Is Arthur Fogel,Traction of Left Upper Extremity,Cacilia Ayre,Devpoint
fcb37590-de0f-473f-871d-f2982ee20674,Lifted,"Fragmentation in Right Lower Lobe Bronchus, Perc Approach",Clementia Bucknell,Twitterbeat
3ecf3e08-b1a3-4294-83ac-cdb82ae8625e,"Fourth Protocol, The","Drainage of Right Ankle Region with Drain Dev, Perc Approach",Coralyn Dawidowicz,Photojam
4dab3880-d871-4ece-bcb9-c9d2b6cb509e,Johnny Angel,"Drainage of Right Middle Lobe Bronchus, Open Approach, Diagn",Johnette McGeaney,Devpoint
39fd5a8c-af95-475a-a682-780ccea9ff97,"Last Command, The","Reposition Left Vocal Cord, Endo",Isaac Barzen,Flashset
67d0043a-c3f8-4e4e-869a-fd01ab1fd976,Head of State,"Removal of Feeding Device from Stomach, Perc Endo Approach",Bridgette Middlemist,Mudo
9e64f6bf-8c70-4fd6-a8ff-32e4afaa7d40,Black Swan,"Drainage of L Abd Muscle with Drain Dev, Open Approach",Carl Jacquet,Plambee
6eed5edd-91a8-40af-a1c2-59963c6137b7,"Capture of Bigfoot, The","Extirpation of Matter from Left Frontal Bone, Open Approach",Gerome Hing,Dabfeed
cc33f3a1-8440-4a66-af48-94dd5e98159b,Daar,"Removal of Ext Fix from L Humeral Shaft, Open Approach",Madelyn Menci,Roodel
07335d07-ef2d-4cab-9e07-c7637faf5b1c,Beyond the Walls (Hors les murs),"Excision of Left Ovary, Percutaneous Approach",Nina Maun,Brightbean
60baba5a-f909-4f75-b116-0159b2302692,Monty Python: Almost the Truth - Lawyers Cut,"Excision of Left Knee Tendon, Perc Endo Approach, Diagn",Helenelizabeth Glencros,Kamba
3346dadb-fcfa-443f-872a-d8a7eab1f304,Carrington,"Revision of Autol Sub in Bladder, Extern Approach",Onofredo Spencers,Skalith
98b0a719-cfe3-4301-a8bd-52588b6f07a5,This Special Friendship (Les amitiés particulières),"Dilate R Radial Art w Drug-elut Intra, Perc Endo",Pebrook Zanetti,Fiveclub
f30f3680-833c-4394-8ae7-2e005e50c1bc,K-9,"Removal of Drainage Device from Low Bursa/Lig, Perc Approach",Chevalier Spinks,Omba
92d4f5f1-6fee-4446-95f3-4f70739e6a6c,Demons 2 (Dèmoni 2... l'incubo ritorna),Low Dose Rate (LDR) Brachytherapy of Colon using Cesium 137,Finley Perazzo,Tambee
628331dd-dd18-46dc-83e2-4526b8326a24,Ryan's Daughter,"Revision of Autol Sub in Lum Vertebra, Extern Approach",Ringo Eadmeads,Skidoo
4e21699c-b2db-4e4c-a24e-07638c50edb5,"Ring, The","Drainage of R Up Arm Tendon, Perc Endo Approach, Diagn",Raynard Abramino,Teklist
150e453f-67eb-4eb3-8e40-c5a430370a94,"Irene, Go Home! (Irena do domu!)",Plain Radiography of Sup Mesent Art using L Osm Contrast,Clywd Upshall,Babblestorm
29ace760-fd22-4d53-a2ef-2e8af940293e,Digimon: The Movie,"Anatomical Regions, General, Removal",Angil Tompkins,Wikido
37530ba8-faab-4800-932c-c56bb55959db,Waking Ned Devine (a.k.a. Waking Ned),"Replacement of Pericardium with Nonaut Sub, Open Approach",Aurel Savin,Yamia
450314de-3178-47e6-b05d-63b11dcb4990,Teacher's Pet,"Insertion of Infusion Device into Urethra, External Approach",Michaelina Neachell,Browseblab
d88d3fcd-7272-40d8-9b1c-b13061b58237,The Dark Matter of Love,"Dilation of Gastric Art with 2 Intralum Dev, Open Approach",Roz Aldwick,Tekfly
526c44e4-f2c7-4944-a6fe-8aa21d7e9cb4,Return of the Secaucus 7,"Insertion of Infusion Dev into Hepatobil Duct, Open Approach",Margarette Attree,Photolist
3d79741d-4412-49fc-95ce-ec5ef4bfce85,23 (23 - Nichts ist so wie es scheint),"Dilation of Right Subclavian Artery, Bifurc, Open Approach",Nelle Veeler,Quimba
6174147a-af70-45ef-a12d-9fc1cc8af6bc,Gospa,"Irrigation of Joints using Irrigat, Perc Approach, Diagn",Willi Jorgensen,Trunyx
07253e8a-8353-4437-9354-b5e087b85180,A Via Láctea,"Supplement R Trunk Muscle w Nonaut Sub, Perc Endo",Olga Solway,Shufflebeat
99954593-97b9-49e3-a386-38eb818888f4,"Bridge to Nowhere, The","Fusion of Left Hip Joint with Ext Fix, Perc Approach",Kelby Marzella,Meetz
b1586901-dedc-4736-b09f-c0b2754970ba,"Desperate Hours, The","Insertion of Infusion Device into Right Lung, Perc Approach",Paulina Deneve,Roombo
5864665c-a200-40a8-ace6-7d71ab68672c,Alphabet,"Restrict of Cisterna Chyli with Intralum Dev, Open Approach",Marigold Greenacre,Pixope
536b44f3-5166-43df-87ac-090743120ff3,Summer Holiday,"Release Right Spermatic Cord, Perc Endo Approach",Pernell Yitzovicz,Rhynyx
8e3fabff-e988-4cd8-885e-f36e931da5e1,Deep Water,CT Scan of Inf Vena Cava using Intravasc Optic Cohere,Jae Bamb,Voomm
aa6c33ef-ce93-4294-b69c-68132e587778,Road Trip,"Removal of Synthetic Substitute from Low Jaw, Open Approach",Tab Dohmann,Skibox
361684c4-b608-40c9-8b81-cfb14d107b17,"Story of Me, The (O contador de histórias)","Revision of Ext Fix in R Elbow Jt, Perc Approach",Darb Chasmoor,Tagtune
94935827-3457-4b90-90a2-c890cee8aabd,Making the Earth Stand Still,"Occlusion of Right Parotid Duct, Open Approach",Ora Messum,Topicblab
cd582058-2902-4ab4-8de0-3ed97c68a1b8,"Christmas Toy, The","Drainage of Face Artery, Percutaneous Approach, Diagnostic",Arley Thomsson,Edgepulse
66f418f4-f949-429c-a0d6-b05a5c67c753,"Shawshank Redemption, The","Supplement Sup Mesent Art with Autol Sub, Perc Approach",Geoffrey Lutty,Bubblebox
767d8bc3-e9ea-438b-84b5-33709b9ecb3e,What to Expect When You're Expecting,"Excision of Right Tympanic Membrane, Percutaneous Approach",Keen Gibard,Edgewire
7435ca79-a975-40f6-9592-9476035a176d,Sinister,"Replace Perineum Subcu/Fascia w Nonaut Sub, Open",Pamela Garatty,Thoughtstorm
a80e504b-5dba-4dad-b850-c6d1bc80ab25,Blinkity Blank,"Removal of Drainage Device from Right Eye, Endo",Cassi Wadhams,Twimbo
8eb2b672-44ce-44b7-8c80-ba4bc265af1f,To the Wonder,"Extirpation of Matter from L Verteb Vein, Open Approach",Laurie Normavill,Pixoboo
121ffeb1-d743-4fda-b348-fef7fce897f9,Scooby-Doo! and the Witch's Ghost,"Bypass R Atrium to L Pulm Art w Synth Sub, Perc Endo",Janenna Pritchard,Oyoloo
ae3a92f1-0bad-43eb-8c50-97ce191d043a,Faces of Death 5,"Revision of Synthetic Substitute in Occip Jt, Open Approach",Dag Gilham,Zoozzy
94637c96-206a-4b3d-b578-b2c678a337e7,"Lovers, The (Les Amants)","Extirpation of Matter from R Mid Lung Lobe, Open Approach",Alfi Tackley,Ntags
991ade76-33b8-4ff2-a274-2f3c504072af,Joseph and the Amazing Technicolor Dreamcoat,"Bypass Ileum to Descending Colon, Perc Endo Approach",Waldemar Ikringill,Aibox
0e2531cc-926f-4313-b31d-979918398ddc,Orchestra Rehearsal (Prova d'orchestra),"Release Left Main Bronchus, Percutaneous Endoscopic Approach",Farrell Skokoe,Roodel
49f7623c-95e4-48e2-9575-54cb883b46c9,Lucky,"Inspection of Stomach, Percutaneous Endoscopic Approach",Tamarra Dallon,Kayveo
15d544b0-18de-4b06-85ba-92be47dc089f,"Tale from the Past, A (Përralle Nga e Kaluara)","Destruction of Left Thyroid Gland Lobe, Perc Approach",Aluin Divisek,Skyba
0abc6f29-0103-402a-b5fe-faaea1924c12,Homeward Bound: The Incredible Journey,"Drainage of Pelvis Lymphatic, Percutaneous Approach",Daphene O'Loinn,Rhybox
e1225e60-526b-41c7-915e-e8a41c6335c7,"Life and Times of Allen Ginsberg, The","Extirpation of Matter from Intracran Art, Perc Endo Approach",Guinevere Kleeman,Flashpoint
d5cb7fc8-44f9-41e0-a0a3-a5a09ee2461f,"Last Song, The","Extirpation of Matter from Sacral Plexus, Perc Endo Approach",Lenore Baswall,JumpXS
b17eaa0e-e3df-444e-b68c-4d84e027a80c,Love Is All There Is,"Extirpation of Matter from L Metacarpocarp Jt, Perc Approach",Gibb O'Callaghan,Browsezoom
1c934ae9-e702-4da0-b0fa-6a1c7963d3e8,Red Planet,"Revision of Infusion Device in Chest Wall, Open Approach",Mac Hostan,Gabvine
7f49bacf-2427-4280-8634-fe68e0e234f5,Radiohead: Meeting People Is Easy,"Drainage of R Inf Parathyroid, Open Approach, Diagn",Zaria Shah,Oyoloo
4a1fbc35-636b-4727-92ad-36970370ab8f,La nación clandestina,"Inspection of Right Pleural Cavity, Open Approach",Tadio Coleshill,Youspan
a4202940-5126-4b25-9b98-b0b59ae92cc3,"Flight of the Phoenix, The","Revision of Nonaut Sub in R Acromioclav Jt, Extern Approach",Alair Bernaldo,Leenti
05af7a71-0054-470a-bc46-58f56f54547a,"Master of Ballantrae, The","Revision of Nonaut Sub in R Patella, Extern Approach",Gar Allender,Yodo
ec4eb6b1-f707-4ca7-8db2-8d1f86c780fb,"Unidentified Flying Oddball (a.k.a. Spaceman and King Arthur, The) (a.k.a. Spaceman in King Arthur's Court, A)","Replace R Foot Skin w Nonaut Sub, Full Thick, Extern",Matthieu MacCracken,Gigazoom
308e7749-48d5-45a5-8f3f-f2aa92017987,Last Life in the Universe (Ruang rak noi nid mahasan),Beam Radiation of Eye using Photons 1 - 10 MeV,Bridgette Samudio,Dynabox
8cfdca1c-9ff2-4147-b59b-5384166ef702,Madman,"Drainage of Right Subclavian Artery, Open Approach",Doralin Hargreave,Babbleblab
a2dcf225-78a7-4532-8b75-1a9e7cae6462,Better Off Dead...,"Revision of Spacer in Coccygeal Joint, Perc Endo Approach",Eduard Frears,Vidoo
cc5c4535-1d6c-4391-9c7a-e8d5004a8711,Godzilla vs. Hedorah (Gojira tai Hedorâ) (Godzilla vs. The Smog Monster) ,"Reposition R Shoulder Bursa/Lig, Perc Endo Approach",Deana Kochlin,Aimbu
93e55b54-8076-4d64-8a60-ee9d3ab93bb1,Before Sunset,"Dilation of Colic Vein, Percutaneous Approach",Egon Whittock,Shuffletag
62f25204-eb01-4ae7-8ece-9ec6ac52bdc6,"Family, The",Plain Radiography of Cereb & Cerebel Vein using Oth Contrast,Maurita Keyzor,InnoZ
30ae6838-ce51-40f1-894a-f390551d9e60,The Disembodied,"Excision of Right Lacrimal Gland, Percutaneous Approach",Melisa Bautiste,Dabshots
bd5ba56a-c72f-4ebf-9b60-77befbdeea72,Major League,"Insertion of Infusion Device into R Knee Jt, Perc Approach",Jard Brenard,Jayo
42d7a6bf-2ec1-4220-bd31-d5bba453df9d,Nancy Goes to Rio,"Drainage of Trigeminal Nerve, Perc Endo Approach",Gino Dowdell,Geba
c6daea4a-bcc5-48c6-a950-bac82dfc764d,"Circle of Deception, A","Excision of Right Shoulder Muscle, Perc Endo Approach",Greer Baythrop,Flashpoint
97a02d91-80c5-4331-9c4f-83c1ff569ad1,"Honeymooners, The","Insertion of Feeding Device into Esophagus, Via Opening",Ebeneser Philpault,Jazzy
e75a31fe-75c9-42bf-92b4-d353326ae04e,Starting Out in the Evening,"Drainage of R Mid Lung Lobe with Drain Dev, Open Approach",Angelika Felgate,Skippad
056a44a0-19f7-43b4-9504-14f813bee98a,Bright Lights (Adventures in Africa),"Bypass Abd Aorta to Low Art with Nonaut Sub, Open Approach",Chrisse Kean,Feednation
97a60aad-6559-4a67-9bf4-4df6c08ce358,"Electric House, The",Traction of Right Finger,Ashly Le Strange,Kaymbo
eadb19ef-a8cd-4730-b067-c17db68019a3,The Princess Comes Across,"Drainage of R Lg Intest with Drain Dev, Perc Endo Approach",Fonz Kitchen,Eayo
a4d12d57-f89f-4f58-82df-c78107f8a69b,Stop Making Sense,"Replacement of L Up Eyelid with Nonaut Sub, Open Approach",Winslow Casetti,Podcat
1fad3a25-6ff3-40b4-9214-b974530c4527,CrissCross,"Occlusion of Up Esophag with Intralum Dev, Open Approach",Charles Terbeck,Browsedrive
cfb53961-955b-41de-b10c-6ccc89576318,Baby Take a Bow,"Fragmentation in Large Intestine, Via Opening",Almeria Dumphrey,Jatri
20cbd9d6-54d9-42e1-85aa-c6bf5d152f4e,Just Go with It,"Excision of Right Ethmoid Sinus, Percutaneous Approach",Myron Mahady,Pixope
b5fb3f6b-3a2e-4c36-b29d-dc4dcf92175b,Birds of America,"Bypass L Int Iliac Art to R Int Ilia w Autol Vn, Perc Endo",Antonio Newband,Flashpoint
caf9b41e-6114-43ec-9d4f-f23f3b3b6eef,"Hot Dog Program, A",ROM/Jt Integrity Assessment of Neuro Body using Oth Equip,Ricard McCaghan,Thoughtworks
c9d3e33d-61e1-4661-b38d-ed14cd6866bf,Life's a Breeze,"Bypass R Vas Deferens to L Vas Def w Synth Sub, Perc Endo",Doralin Scripps,Skinte
533a9d6e-e839-495d-90bc-def0d8ef115f,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo),"Repair Left Temporomandibular Joint, Open Approach",Essie Plomer,Zoombox
758ce3e1-2583-4d29-b9d9-5a6782678c23,Follow Me Quietly,"Excision of Left Upper Extremity, Perc Endo Approach",Ronnica Loxton,Dablist
891ea925-5efd-4378-8e90-d605407471bd,While You Were Sleeping,"Revision of Synth Sub in R Metacarpocarp Jt, Perc Approach",Darbie Leeburn,Riffpath
250c7808-79d0-4987-998a-bc6ea2116612,"Truth of Lie, The (Die Wahrheit der Lüge)","Occlusion of Right Temporal Artery, Perc Endo Approach",Julee Panketh,Midel
821d50bd-f439-4ed1-b772-5107304ac15d,Angels Over Broadway,"Change Drainage Device in Low Intest Tract, Extern Approach",Lammond Cafferky,Katz
41a15fa0-d855-4bf9-917a-0196dd5b75de,Patience (After Sebald),"Excision of Lingula Bronchus, Percutaneous Approach",Zena Petchell,Photolist
b646e253-98da-41b1-b579-093d5fac297c,"Wind Journeys, The (Viajes del viento, Los)",Tomo Nucl Med Imag of Urinary Sys using Oth Radionuclide,Alfy Malyon,Twitterbeat
cefbeca5-ad39-4fce-84c4-8d0516171721,Time of Eve (Eve no jikan),"Drainage of Right Palatine Bone, Perc Approach, Diagn",Sky Leyson,Ailane
2d62a02a-64b9-4262-a2bd-7497940c6457,Adoration,"Replacement of Right Orbit with Autol Sub, Perc Approach",Persis Chatband,Yamia
0ec54a31-ffc1-4a8e-a2fb-d39ba6d574b5,Invitation to a Gunfighter,"Destruction of Right Renal Artery, Perc Endo Approach",Jory Pickin,Topicstorm
eb705cdc-7491-44ee-85f8-40d5e731c559,Condo Painting,"Insertion of Int Fix into L Toe Phalanx, Open Approach",Melisa Huyton,Brightdog
0e17cf50-f1d6-4912-aec4-a789b6f479d9,"Secret of My Succe$s, The (a.k.a. The Secret of My Success)","Occlusion of L Subclav Art with Extralum Dev, Open Approach",Rebecca Spurrier,Flashpoint
c22a68a5-4f7a-4540-b259-4e95f5139e83,Midnight Man,"Drainage of Left Main Bronchus, Endo",Ware Aveline,Eare
c98c1ed4-52cb-4178-91d4-cb0322b532e8,Not as a Stranger,"Replace of Pelvic Subcu/Fascia with Autol Sub, Open Approach",Penni Boardman,Eamia
